name,companyType,employeeCountRange,foundedYear,industries,numFollowers,specialities,squareLogoUrl,websiteUrl,group
Dogpatch Labs,Privately Held,11-50,2009,Commercial Real Estate,more than 1000,"coworking, inspiring collaborative communities, providing meeting space",https://media.licdn.com/dms/image/C4E0BAQHq8QwEWuj1NA/company-logo_200_200/0?e=2132524800&v=beta&t=iNR_fbpKcwM6zmHpBHAieacM0mtehkPPxHZTsMl9sDE,http://www.dogpatchlabs.com,finance
Accenture,Public Company,10001+,1989,Information Technology & Services,more than 1000,"management consulting, systems integration and technology, business process outsourcing",https://media.licdn.com/dms/image/C4E0BAQE_tMd_dRgIzQ/company-logo_200_200/0?e=2132524800&v=beta&t=tx3ymKfhnDqU_WU8yYCfyrbXNKnej9PlJXMKuNqL3nk,http://www.accenture.com,it
Web Summit,Privately Held,51-200,2010,Information Technology & Services,more than 1000,not specified,https://media.licdn.com/dms/image/C4D0BAQHuQzCB1uO42Q/company-logo_200_200/0?e=2132524800&v=beta&t=V9Wbn3dOmF7kTOd16_aG2LNLUJTzqCmPq4tGNOWE1m8,http://www.websummit.com/careers,it
Gempool Recruitment,Privately Held,11-50,2011,Information Technology & Services,more than 1000,"ux/ui specialists, html, css",https://media.licdn.com/dms/image/C560BAQGLAXqwzSw85A/company-logo_200_200/0?e=2132524800&v=beta&t=p8NMnmlKfZVlg4DnMc8taq-_1Z4DniawMdRLVodpntM,http://www.gempool.ie/,it
Ion,Privately Held,1001-5000,1998,Computer Software,more than 1000,"financial institutions, corporations, governments & central banks",https://media.licdn.com/dms/image/C4D0BAQGtrA_IbGTXeA/company-logo_200_200/0?e=2132524800&v=beta&t=_uOBoBmQUlSbZaSVHDADw16MxRIS36QGviLPRTWtwb8,http://www.iongroup.com,it
Ergo,Privately Held,201-500,1993,Information Technology & Services,more than 1000,"it managed services, it maintenance & support, cloud solutions",https://media.licdn.com/dms/image/C560BAQHaEWQAMjp3Bw/company-logo_200_200/0?e=2132524800&v=beta&t=hbAJ_d7bbGudD2ZfZDBhW3B9Ut1e43mMUfjkeTmXDlI,http://www.ergogroup.ie,it
Connector,Privately Held,11-50,2010,Information Technology & Services,more than 1000,"product design, digital marketing, experiential marketing",https://media.licdn.com/dms/image/C560BAQGBdXtOayCpxw/company-logo_200_200/0?e=2132524800&v=beta&t=dlCY3bFwDS7zooMSMOmEMYi3KgAguAoXH-Vr6_vu3aM,http://www.connector.ie,it
New Horizons Ireland,Privately Held,11-50,2003,Information Technology & Services,more than 1000,"microsoft courses, cisco, comptia courses",https://media.licdn.com/dms/image/C4E0BAQFEFKo9-JUSjw/company-logo_200_200/0?e=2132524800&v=beta&t=e7PGL0wA25uRQSkGA5AURbA8hU0kAOCD1-DyxgmE_dc,http://www.nhireland.ie,it
Version 1,Privately Held,1001-5000,1996,Information Technology & Services,more than 1000,"oracle technologies, microsoft technologies, amazon web services",https://media.licdn.com/dms/image/C4D0BAQHVwIOAyHAEsQ/company-logo_200_200/0?e=2132524800&v=beta&t=25h-IHWeOmj43PofnXhZozLFy0ngLPDDJWL2m0IhH3E,http://www.version1.com,it
Gdpr Awareness Coalition,Non Profit,2-10,2017,Computer & Network Security,more than 1000,"gdpr, compliance, security",https://media.licdn.com/dms/image/C560BAQEN_6P3JlcEgQ/company-logo_200_200/0?e=2132524800&v=beta&t=FjGcHmAxFKZvnu0kIKKsyE7ql5z1w4F60pmukXW0azU,http://www.gdprcoalition.ie,it
Lab49,Privately Held,201-500,2002,Computer Software,more than 1000,"software, financial services, trading systems",https://media.licdn.com/dms/image/C4D0BAQEXD9fFdLq8oA/company-logo_200_200/0?e=2132524800&v=beta&t=J1ECTpI6aDeE8kE8fMiWGiS3YNyVkgO1l9x0AykAkgo,http://www.lab49.com,it
Corehr,Privately Held,201-500,Undisclosed,Computer Software,more than 1000,"hr software, payroll, people management",https://media.licdn.com/dms/image/C4D0BAQHMxPxLCzUFhA/company-logo_200_200/0?e=2132524800&v=beta&t=TJ4nbC3vkAMSXYVpwAd9yJx7RDZoTmvObxp0T-59QUM,http://www.corehr.com,it
Travelport Digital,Privately Held,201-500,2005,Computer Software,more than 1000,"multi-channel apps, ‘day of travel’ mobile services, responsive web",https://media.licdn.com/dms/image/C4D0BAQECCh4izmsNmA/company-logo_200_200/0?e=2132524800&v=beta&t=2Y2_pAM99lHyAGbgvBYpmL8Q040GuxkTPty95dRP518,http://www.digital.travelport.com,it
Cartrawler,Privately Held,201-500,2004,Computer Software,more than 1000,"global ground transportation distribution, travel technology, data science",https://media.licdn.com/dms/image/C4E0BAQE398c13BPicQ/company-logo_200_200/0?e=2132524800&v=beta&t=DglKcNsOhZ6vfi7Bp9dtdVKwTyHmE4HRFAWRXvTMJjw,http://www.cartrawler.com,it
It Search And Selection,Privately Held,2-10,2015,Information Technology & Services,more than 1000,"it recruitment, permanent recruitment, contract recruitment",https://media.licdn.com/dms/image/C4E0BAQE9Fe4az5LoWg/company-logo_200_200/0?e=2132524800&v=beta&t=k4BLZgAGdeCo7oiVy9q8FFvGApo3D4ajHRnE3Dwvmp0,http://www.itsearch.ie,it
Keywords Studios,Public Company,1001-5000,1998,Computer Games,more than 1000,"art services, engineering, audio services",https://media.licdn.com/dms/image/C4D0BAQGtgqJBjLnEPA/company-logo_200_200/0?e=2132524800&v=beta&t=FeQ73svFVRMVMH-zwjDdg0eQ4mUSZbG2IJkN4Mg6kdE,http://www.keywordsstudios.com,it
I.T. Alliance Group,Privately Held,201-500,1997,Information Technology & Services,more than 1000,"project management, collaboration & integration including cloud computing (.net, sharepoint",https://media.licdn.com/dms/image/C510BAQG-USm-cAoo8Q/company-logo_200_200/0?e=2132524800&v=beta&t=HS6rgDwcgsEsx_Z5syo8DIYFrTDZDNPz-0WX6DqFnOc,http://www.italliancegroup.com,it
Compliance And Risks,Privately Held,51-200,2002,Information Services,more than 1000,"regulatory email alerts, global regulatory database, tool to assess the impact of regulatory changes",https://media.licdn.com/dms/image/C4E0BAQEU-CL8ncOf-Q/company-logo_200_200/0?e=2132524800&v=beta&t=yY4Cea49UFqa5u_lZ-PwYVoio32iwx1YIwL3noO6pj0,http://www.complianceandrisks.com,it
Demonware,Public Company,51-200,2005,Computer Games,more than 1000,not specified,https://media.licdn.com/dms/image/C560BAQGEWx_a-EM63w/company-logo_200_200/0?e=2132524800&v=beta&t=F2s1a8Q09lq7VTbrqHjdKcxck7yAOa4TDMTDnjTxRwM,http://www.demonware.net,it
Sureskills ,Privately Held,51-200,1993,Information Technology & Services,more than 1000,"training and certification, elearning development, technical it training",https://media.licdn.com/dms/image/C4D0BAQEhEpEyZ1vb1w/company-logo_200_200/0?e=2132524800&v=beta&t=S9Go3jux15SFe35Hx9CUa_fmLqoeml3z7Sw9mg6cnBc,http://www.sureskills.com,it
Codec Ireland,Privately Held,201-500,1985,Information Technology & Services,more than 1000,"it infrastructure support and provision, cloud, sharepoint",https://media.licdn.com/dms/image/C4E0BAQF6KoHl2aKp4g/company-logo_200_200/0?e=2132524800&v=beta&t=x89NE8-w-wJyGnGZ50noXGJD9_xdkZjBCpoKDn9XQvw,http://www.codec.ie,it
Zartis,Privately Held,11-50,2009,Internet,more than 1000,"recruitment, hiring, sourcing",https://media.licdn.com/dms/image/C560BAQFAzrB5V66YZQ/company-logo_200_200/0?e=2132524800&v=beta&t=Yc7jCQSc6_b-62gAEW2dIMup6VyH9o0cy3aBT1uKYGY,http://www.zartis.com,it
Webtures A.Ş.,Privately Held,51-200,2011,Internet,more than 1000,"seo, digital marketing, social media marketing",https://media.licdn.com/dms/image/C4D0BAQHk1AMZSSvgUQ/company-logo_200_200/0?e=2132524800&v=beta&t=zbVhDe6s5XSfagUvYQMuITPfFFclsBnN-XgziCxtDRE,http://www.webtures.com.tr,it
Fineos,Privately Held,501-1000,1993,Computer Software,more than 1000,insurance software,https://media.licdn.com/dms/image/C560BAQGO7tCTRLMYtw/company-logo_200_200/0?e=2132524800&v=beta&t=VWPq6z5gcRdzVUZ6nvhk0IXlNH3VrPc8b-sIlJcsocY,http://www.FINEOS.com,it
Eolas Recruitment,Privately Held,11-50,1999,Information Technology & Services,more than 1000,"it recruitment, it contractors, irish it jobs",https://media.licdn.com/dms/image/C4D0BAQFg00mi9Jt0mQ/company-logo_200_200/0?e=2132524800&v=beta&t=zSUQ7n5oCJrnR8cYU1OBrZNV-UPXdp0t95tQJ67Hxc4,http://www.eolas.ie,it
Realex Payments,Privately Held,51-200,2000,Information Technology & Services,more than 1000,"payments experts, payment gateway, managed gateway solutions",https://media.licdn.com/dms/image/C560BAQEjVMQESZJV6g/company-logo_200_200/0?e=2132524800&v=beta&t=KeYftvMVp8yiAayBnlPQvmp0ZsirIa9DEJ_3f7cHpzY,http://www.realexpayments.com,it
Poppulo,Privately Held,51-200,Undisclosed,Information Technology & Services,more than 1000,not specified,https://media.licdn.com/dms/image/C510BAQHl55yGMSpoeQ/company-logo_200_200/0?e=2132524800&v=beta&t=0K0GaX9XWajsErGsXnMsm0_w6QXK4NGaz1yfzPtxPgY,http://www.poppulo.com,it
Datalex,Public Company,201-500,1985,Computer Software,more than 1000,"travel distribution control, travel retail optimization, maximizing revenue opportunities",https://media.licdn.com/dms/image/C510BAQGAw0oUwIkKUg/company-logo_200_200/0?e=2132524800&v=beta&t=yKYJZ6kj1FBMinN8FpdRqkKYj9tVddNgUXllMkAF6ZY,http://www.datalex.com,it
Pfh Technology Group,Privately Held,201-500,1985,Information Technology & Services,more than 1000,"consultancy, managed services, cloud services",https://media.licdn.com/dms/image/C4E0BAQGyk58ctqjwzw/company-logo_200_200/0?e=2132524800&v=beta&t=Pw1IXZUQsoyCXSY_ITwqqSnJW8aSgrmoOaz-T25uQO8,http://www.pfh.ie,it
Clever Techies,Privately Held,2-10,2013,Information Technology & Services,more than 1000,"recruitment, talent acquisition, head-hunting",https://media.licdn.com/dms/image/C4D0BAQGLN6zo0R2ipg/company-logo_200_200/0?e=2132524800&v=beta&t=vkV1efmMErlk-wBLpg4CHIDum2ksNzr5oTJ6jz97bog,http://www.clevertechies.com,it
Bloomberg Polarlake,Privately Held,51-200,2012,Information Technology & Services,more than 1000,"rapid access data quality & governance, regulation ready data management, instrument & ratings data management ",https://media.licdn.com/dms/image/C4D0BAQEwOmMXHHayQQ/company-logo_200_200/0?e=2132524800&v=beta&t=uEtcp9mUD-BkjZRUchyXdMMJehZP0QRSEUtWWFSKD5Y,http://www.BloombergPolarlake.com,it
Corvil,Privately Held,201-500,2000,Information Technology & Services,more than 1000,"safeguarding business in a machine world, corvil analytics for electronic trading, corvil analytics for cyber security",https://media.licdn.com/dms/image/C4E0BAQEsWj0hNg5pHA/company-logo_200_200/0?e=2132524800&v=beta&t=TdeMwNRJPMQhGJ6YXiJxishIjY8CnC9IDdsm94c099s,http://www.corvil.com,it
Bt Ireland,Public Company,1001-5000,Undisclosed,Information Technology & Services,more than 1000,"networked it, mangaged services, wholesale networks",https://media.licdn.com/dms/image/C4D0BAQHc5x4HLLruVg/company-logo_200_200/0?e=2132524800&v=beta&t=2xy4oz5bK70QA7vlEBpaw9oOG031UoFrqjbFzx6avGk,http://www.btireland.com,it
Eshopworld,Privately Held,51-200,2010,Internet,more than 1000,"global checkout, payments, logistics",https://media.licdn.com/dms/image/C4E0BAQGks-dA5oi51A/company-logo_200_200/0?e=2132524800&v=beta&t=SC6PscvX1c1NYp2O2i6EYClKJeCoTr7XZkhvnqoLxsk,http://www.eshopworld.com,it
Profitero,Privately Held,51-200,2010,Internet,more than 1000,"ecommerce intelligence, pricing & promotion data, competitor price intelligence",https://media.licdn.com/dms/image/C4E0BAQH2oec5zBAVaA/company-logo_200_200/0?e=2132524800&v=beta&t=8tExVUcEH4mS7Dc8Xb1NLBf9UmHj35mt2TxMRYAP-UY,http://www.profitero.com,it
Havok,Privately Held,51-200,Undisclosed,Computer Games,more than 1000,not specified,https://media.licdn.com/dms/image/C4E0BAQF6yHDE9lQcWg/company-logo_200_200/0?e=2132524800&v=beta&t=3VaKSoqYPU5mj0fbWmYCqeVlZXuoH4bpA8uwrlslupI,http://www.havok.com,it
Cms Distribution,Privately Held,201-500,1988,Information Technology & Services,more than 1000,"data storage, distribution, cyber security",https://media.licdn.com/dms/image/C4E0BAQEruAJ2YC2PBg/company-logo_200_200/0?e=2132524800&v=beta&t=cQaYjU3zdJJPvcSWAcPJ9Pt573USOtv4KLx1eOr5vTc,http://www.cmsdistribution.com,it
Epsglobal,Privately Held,201-500,1999,Information Technology & Services,more than 1000,"component programming & logistics, electro-mechanical, optoelectronics",https://media.licdn.com/dms/image/C4D0BAQHHORQP5JXiQA/company-logo_200_200/0?e=2132524800&v=beta&t=LsxRYyQCJwVDOXKIQl_AEazvFpqE6XiqA6dsMGoSpFU,http://www.epsglobal.com,it
Newswhip,Privately Held,51-200,2011,Information Services,more than 1000,"social media, news, content analytics",https://media.licdn.com/dms/image/C510BAQGB_iq5nXTxHg/company-logo_200_200/0?e=2132524800&v=beta&t=gfyx13eFCye6VcVer3ydTSgWcUEPQCwBcwTbltL_iOA,http://www.newswhip.com,it
Qptech Ltd,Privately Held,11-50,2011,Information Technology & Services,more than 1000,"software quality assurance, recruitment consulting, professional it consultancy",https://media.licdn.com/dms/image/C4D0BAQGoA9q08lKvpw/company-logo_200_200/0?e=2132524800&v=beta&t=72UqlAOy_5QhJZGTbMGMbDYlJ_1qDGS8TxP733MjQ24,http://www.qptech.ie,it
Sysnet Global Solutions,Privately Held,201-500,1989,Information Technology & Services,more than 1000,"information security assurance, information security, pci dss services",https://media.licdn.com/dms/image/C510BAQGoHVrNCuNcRw/company-logo_200_200/0?e=2132524800&v=beta&t=WLvN-n4aVMXi747OP6UIBBqHvrHvDKG2whj7vEcbZvs,http://www.sysnetgs.com,it
Big Red Book,Privately Held,11-50,Undisclosed,Computer Software,more than 1000,not specified,https://media.licdn.com/dms/image/C4E0BAQFwHGQ2AG5kDA/company-logo_200_200/0?e=2132524800&v=beta&t=ClMY39FzRfjWHReIqqg25olJqpVCon01JU57QArsrnQ,http://www.bigredbook.com,it
Newsweaver ,Privately Held,51-200,1996,Information Technology & Services,more than 1000,"internal communications, employee engagement, email marketing",https://media.licdn.com/dms/image/C4D0BAQFrjCIeZoEpqQ/company-logo_200_200/0?e=2132524800&v=beta&t=YpDXFWKwH2LyxBzxBNckmVvro3kdlPHgqe0jIkzihYo,http://www.newsweaver.com,it
Evros Technology Group,Privately Held,201-500,1990,Information Technology & Services,more than 1000,"managed it services, cloud solutions, total it outsourcing",https://media.licdn.com/dms/image/C510BAQF-3SOLrDqIMQ/company-logo_200_200/0?e=2132524800&v=beta&t=vuLH5jPyGyuhzmIOqGd-5CUZlVCBWIypL9CBtK1eOkA,http://www.evros.ie,it
Integrity360,Privately Held,51-200,2005,Information Technology & Services,more than 1000,"managed security, governance, risk & compliance",https://media.licdn.com/dms/image/C4E0BAQFMPHSTN43CiQ/company-logo_200_200/0?e=2132524800&v=beta&t=M3D45K0SV2r6qOAMFeTgf0CbUjwahFd4t_0Lm5idMHU,http://www.integrity360.com,it
Lucini&Lucini Communications Group,Privately Held,51-200,1999,Internet,more than 1000,"lead generation, e-mail marketing, e-mail delivery technology",https://media.licdn.com/dms/image/C560BAQH5teT_CRZhlg/company-logo_200_200/0?e=2132524800&v=beta&t=-QBiRhWDGoJpFzCV-OrRkZB3EgQV3DfstiUesadp2Ic,http://www.lucinilucini.com,it
Data Direct,Privately Held,11-50,1996,Information Technology & Services,more than 1000,"hardware suppliers, data direct engineering services, network cabling solutions",https://media.licdn.com/dms/image/C510BAQHydymmaoxRAQ/company-logo_200_200/0?e=2132524800&v=beta&t=_G8vnLv1huCq5-OII5p8ojMxCuZldD-JCTKiGoYiGxU,http://www.datadirect.ie/index.asp,it
Ward Solutions,Privately Held,51-200,1999,Information Technology & Services,more than 1000,"information security consultancy, information security solutions, information security assurance",https://media.licdn.com/dms/image/C4D0BAQGDrQb2HmwQgg/company-logo_200_200/0?e=2132524800&v=beta&t=fkZw3IPkzeZii12Z8JHePZLOMDwi4PfK6iGyxYRto9A,http://www.ward.ie,it
Oneview Healthcare,Public Company,51-200,2008,Information Technology & Services,more than 1000,"interactive patient care, patient engagement solutions, clinical workflow solutions",https://media.licdn.com/dms/image/C560BAQE5Mp_8cqOV5Q/company-logo_200_200/0?e=2132524800&v=beta&t=YcWwIH6chAtxMJWRq-oX_GTzZLcNgTZq5FRvheToHRM,http://www.oneviewhealthcare.com,it
Softco,Privately Held,51-200,1990,Computer Software,more than 1000,"business process automation, workflow, document management",https://media.licdn.com/dms/image/C4E0BAQF_tUG1APYuTQ/company-logo_200_200/0?e=2132524800&v=beta&t=zitu-LwFXMFTnuh0gA8IVGZKQ_CqmaHWbJ7nehCOPkA,http://www.softco.com,it
Jobbio,Privately Held,51-200,Undisclosed,Internet,more than 1000,"tech, recruitment, company branding",https://media.licdn.com/dms/image/C510BAQF9EHaXomg62A/company-logo_200_200/0?e=2132524800&v=beta&t=HNg_R2l5Viy00r6AzEjiITl8gaRBVsi2m4HrjQZgM64,http://www.jobbio.com,it
Navy Cloud,Partnership,2-10,2009,Internet,more than 1000,"web design, web development, online marketing",https://media.licdn.com/dms/image/C4E0BAQH-jAzE3-0tXg/company-logo_200_200/0?e=2132524800&v=beta&t=cmIcTdyEUF5IdcOtxOrxgvLioC1ISZRuMLdzbR8dYAU,http://www.navycloud.com,it
Avvio.Com,Privately Held,51-200,2002,Information Technology & Services,more than 1000,"hotel booking engine, online marketing, website design",https://media.licdn.com/dms/image/C560BAQFhf1NhFbBjsA/company-logo_200_200/0?e=2132524800&v=beta&t=rlmOeHsDrWS0F_Kq6Ok0EAt9YS92YTg17REdgVQvls8,http://www.avvio.com,it
Fujitsu (Ireland),Public Company,201-500,Undisclosed,Information Technology & Services,more than 1000,"it application services, business and it consultancy services, managed infrastructure services",https://media.licdn.com/dms/image/C4D0BAQEQI8QlJ57aNw/company-logo_200_200/0?e=2132524800&v=beta&t=QPslU7YRDpiewBM_DN4jZAF9lD_XDTNR_nc147HNvtI,http://www.fujitsu.com/ie/,it
Teamwork.Com,Privately Held,51-200,2007,Computer Software,more than 1000,"collaboration & task management., productivity, help desk",https://media.licdn.com/dms/image/C4E0BAQFJzJZAyfAgvA/company-logo_200_200/0?e=2132524800&v=beta&t=5LYpyJp1EcPJtupeUJHjawPerO9ULE7KoH_W7g5hHCE,http://www.teamwork.com,it
Sonru,Privately Held,51-200,2007,Computer Software,more than 1000,"video interviewing, e-recruitment, e-learning",https://media.licdn.com/dms/image/C4E0BAQEDDQh7n_WJLw/company-logo_200_200/0?e=2132524800&v=beta&t=DA2q2NKaPgELMh-75x-3hg8SqKL-EuDkdBvObZW7__4,http://www.sonru.com,it
Plannet21 Communications Ltd,Privately Held,51-200,1998,Information Technology & Services,more than 1000,"cisco gold certified partner, cisco master unified communications specialisation, microsoft gold certified partner & uc partner",https://media.licdn.com/dms/image/C560BAQET7qhH-M03XQ/company-logo_200_200/0?e=2132524800&v=beta&t=Wp6evvVX_ijavCrX_LSlnyczWMrOgFgvoDjd5-syJUA,http://www.plannet21.ie,it
South Dublin Chamber,Non Profit,2-10,1984,Information Services,more than 1000,"networking, support services, representation",https://media.licdn.com/dms/image/C4D0BAQF1y5Hvt-bJaQ/company-logo_200_200/0?e=2132524800&v=beta&t=XczivK2VtqPy2M7B-CKDSwX9FqFWh5Xiy1NNW5akZU4,http://www.sdchamber.ie,it
Openjaw Technologies,Privately Held,201-500,2002,Information Technology & Services,more than 1000,"single integrated platform for travel retailing, travel technology, technology solutions for airlines",https://media.licdn.com/dms/image/C4D0BAQE2D8L-h4O7qg/company-logo_200_200/0?e=2132524800&v=beta&t=Fd72vcdWuAoisrp7DCijrY109Y_f8l0qBTS9P5__-ko,http://www.openjawtech.com,it
Asavie,Privately Held,51-200,2004,Information Technology & Services,more than 1000,"vpn, remote working, security",https://media.licdn.com/dms/image/C510BAQHLfuTgnJ9ZBw/company-logo_200_200/0?e=2132524800&v=beta&t=SHb6Q-bSTSC0txwiy-SJX71CwXQt_MSbBpgxrJlz73o,http://www.asavie.com,it
Internal Results - Lead Generation For Technology Companies,Privately Held,51-200,2011,Internet,more than 1000,"b2b lead generation, b2b appointment setting, database services",https://media.licdn.com/dms/image/C560BAQG2_rtceWO3Ug/company-logo_200_200/0?e=2132524800&v=beta&t=w9eqctQ_slrjM_1CAVKWy8Mgu3bFaVQVIe6gb6JtaBU,http://www.internalresults.com,it
Techfindr™,Privately Held,2-10,2015,Computer & Network Security,more than 1000,"it talent acquisition, cyber security, data loss prevention",https://media.licdn.com/dms/image/C510BAQH7Iu9WiMpjEg/company-logo_200_200/0?e=2132524800&v=beta&t=AFnqYrdB6hJzoILs9BrrsrpgeQ5nvyoDd1DkOLLoCjg,http://www.techfindr.ie,it
S3 Group,Privately Held,201-500,1986,Information Technology & Services,more than 1000,"mixed signal asics, mixed signal & rf ip, rf transceivers",https://media.licdn.com/dms/image/C4E0BAQF338P9kZqKzw/company-logo_200_200/0?e=2132524800&v=beta&t=ih3uNtJZl6OYLxBy7QfysdZn_nsvSQml4vWs1KvPfwY,http://www.s3group.com,it
Grouper Technology,Privately Held,11-50,2010,Information Technology & Services,more than 1000,"advisory services, business transformation, managed operation services",https://media.licdn.com/dms/image/C4E0BAQFDpgWmgLL6ag/company-logo_200_200/0?e=2132524800&v=beta&t=8Zs0cKfHCMt0RJfZmd19HBAnhrohh7A4H5ILR6NdSnM,http://www.grouper.ie,it
Vizor,Privately Held,51-200,2000,Computer Software,more than 1000,"financial regulation software, solvency ii, basel iii",https://media.licdn.com/dms/image/C4D0BAQE0u8ZEB5Xjxg/company-logo_200_200/0?e=2132524800&v=beta&t=NZDeYxdxHrLmZpIcr7KfF7kuiDbxXbcWLIMZUZIuPW4,http://www.vizorsoftware.com/,it
Qualcom,Privately Held,51-200,1995,Information Technology & Services,more than 1000,"hp business partner, ibm business partner, lenovo business partner",https://media.licdn.com/dms/image/C560BAQGIRIJ3IFpeAw/company-logo_200_200/0?e=2132524800&v=beta&t=iU_WM4NKpfhkOZ9alAr9_H43lucemJbljZa19IKfgbw,http://www.qualcom.ie,it
Greenjobs,Privately Held,2-10,2008,Internet,more than 1000,"alternative energy jobs, carbon jobs, conservation jobs",https://media.licdn.com/dms/image/C4E0BAQEZbioMAxUmHw/company-logo_200_200/0?e=2132524800&v=beta&t=KipWjXA44wNeqERuC8ySSnrSkOwpmeAdhYQCH8tVe78,http://www.greenjobs.co.uk,it
Eglobe Software,Privately Held,11-50,2006,Information Technology & Services,more than 1000,"web application development, mobile application development, it consulting",https://media.licdn.com/dms/image/C4D0BAQFfTPK1YxRi-Q/company-logo_200_200/0?e=2132524800&v=beta&t=dDXfaJuwboMPANiw6zItuRPN878LUVPiqRQTXxR-khY,http://www.eglobesoftware.com/,it
Changingworlds,Public Company,51-200,1999,Computer Software,more than 1000,"mobile content discovery, mobile content personalization, mobile advertising",https://media.licdn.com/dms/image/C510BAQE3lYDgi3MPvQ/company-logo_200_200/0?e=2132524800&v=beta&t=NAqheQsiJ5m0CYcLDKOT98bDAzP-VM6S0VzdshKERN8,http://www.changingworlds.com,it
Opensky Data Systems,Privately Held,51-200,2004,Information Technology & Services,more than 1000,"management information systems, data management, managed microsoft services",https://media.licdn.com/dms/image/C560BAQEhWW_2lOY7wQ/company-logo_200_200/0?e=2132524800&v=beta&t=CGIYtsCw4_BWTohjUa9ci4mhX_DIeLEvjg9Dcb7VRFg,http://www.openskydata.com,it
Mogi Group,Privately Held,201-500,2007,Computer Games,more than 1000,"multilingual seo, search engine optimization, seo",https://media.licdn.com/dms/image/C4E0BAQH5QPECN5NLTA/company-logo_200_200/0?e=2132524800&v=beta&t=Ic6EVEUkWDuSoMHPjZR6ZU6D6Ha9uT6wgBR_IR7XeJ8,http://www.mogi-translations.com,it
The Analytics Institute Of Ireland,Non Profit,2-10,2009,Information Services,more than 1000,"analytics, applied research, innovation",https://media.licdn.com/dms/image/C560BAQFFHCYBsr7_rw/company-logo_200_200/0?e=2132524800&v=beta&t=5Glz7U22bu_t0eCbeNr_YUz6nSmgfgSQP3md5LJc8qQ,http://www.analyticsinstitute.org,it
Digit Game Studios,Privately Held,51-200,2012,Computer Games,more than 1000,"free-to-play mmo mobile strategy games, games development, unity3d",https://media.licdn.com/dms/image/C560BAQGh7MtdQfgjrA/company-logo_200_200/0?e=2132524800&v=beta&t=mZ_4DbR9hDHeABSwZLA6wWT-P8xnA6PZbxLHOPX2WTE,http://www.digitgaming.com,it
Globetech,Privately Held,201-500,1997,Computer Software,more than 1000,"software solutions, it, vendor management",https://media.licdn.com/dms/image/C4E0BAQFC9Vejuywwlg/company-logo_200_200/0?e=2132524800&v=beta&t=NoJ9uvBEvEEBH_uW98emLKq4zGAuAXPKmwi3nXKiq0I,http://www.globetech.ie,it
Bookmate,Privately Held,51-200,2011,Information Technology & Services,more than 1000,not specified,https://media.licdn.com/dms/image/C4D0BAQGrbaAZxtrwzA/company-logo_200_200/0?e=2132524800&v=beta&t=0pZ1V_PO9phrqvR__FiDqy62V1GtVtv17aJDsVPvgFA,http://www.bookmate.com,it
Wolfgang Digital,Privately Held,11-50,2007,Internet,more than 1000,"adwords, seo, ppc",https://media.licdn.com/dms/image/C4D0BAQEwGyvq5Ith5w/company-logo_200_200/0?e=2132524800&v=beta&t=qibU9TCYYWVIb-9xiJ8RLESDV47jYmusZTFT7aBU2Ug,http://www.WolfgangDigital.com,it
Invicara,Privately Held,11-50,2012,Computer Software,more than 1000,"bim, bim data, bim for fm",https://media.licdn.com/dms/image/C4D0BAQES78m4CBZF2Q/company-logo_200_200/0?e=2132524800&v=beta&t=oREcZUN0otE47PIhkzo1zAF56ysRE27Ua9epA9H3fVo,http://www.invicara.com,it
Aspira,Privately Held,51-200,2007,Information Technology & Services,more than 1000,not specified,https://media.licdn.com/dms/image/C560BAQGnXb0HHO_KjA/company-logo_200_200/0?e=2132524800&v=beta&t=lONu204kQyQrG80hY3iU3KCPZySRg1nlVvdKLfi4_jU,http://www.Aspira.ie,it
Boxever,Privately Held,51-200,2011,Computer Software,more than 1000,"travel, marketing, big data",https://media.licdn.com/dms/image/C560BAQF_CQ85Nqqoxw/company-logo_200_200/0?e=2132524800&v=beta&t=dWzr5jKuhtjCqME2uNdgE3kJcYCQS492RwanAZF0_aU,http://www.boxever.com,it
Tic | Biztweet,Privately Held,2-10,2010,Information Technology & Services,more than 1000,"technology, consultancy, social media",https://media.licdn.com/dms/image/C4D0BAQH_keNfunFihg/company-logo_200_200/0?e=2132524800&v=beta&t=55ADMT-Z7onZpu6rY7BZS3KfVilkiMcN4aF9Ktze000,http://www.tic.ie,it
Advendio ,Privately Held,11-50,2003,Information Technology & Services,more than 1000,"crm, sales & order management, billing & accounting",https://media.licdn.com/dms/image/C4E0BAQGKswZ0L4B18Q/company-logo_200_200/0?e=2132524800&v=beta&t=ZQeqAIFAq1kRQ1WR36Rm_kTfEvQMfItZbMWJXAqtYls,http://www.advendio.com,it
Erepublik Labs Limited (Part Of Stillfront Group),Privately Held,51-200,2007,Computer Games,more than 1000,"internet, games, computer",https://media.licdn.com/dms/image/C510BAQEa4RMX-4FMFg/company-logo_200_200/0?e=2132524800&v=beta&t=CE5n7fLnLO4pRtwI7Gmr1UTZqUU4iCFKhs54i70ysfg,http://www.erepubliklabs.com,it
Ammeon,Privately Held,51-200,2003,Information Technology & Services,more than 1000,"devops, agile it, cloud",https://media.licdn.com/dms/image/C4D0BAQH5Eu3VNHv2TA/company-logo_200_200/0?e=2132524800&v=beta&t=qlHAC7AmSnd2lXYNzqcBnKLcrTq2hOhI7dudsVgb52M,http://www.ammeon.com,it
